,Order Number,Finished Good,Order Size,Item_Number,Quantity,qty_on_order,fulfilled_parts
126,20,1,3,000000000031045550,2,6,True
127,20,1,3,000000000031034609,1,3,True
128,20,1,3,000000000067000739,1,3,True
129,20,1,3,PROC2802,1,3,True
130,20,1,3,000000000031037296,1,3,True
131,20,1,3,SP10G00161,1,3,True
124,20,1,3,PROC7029,1,3,True
974,21,3,3,000000000031501056,2,6,True
978,21,3,3,SSW0K51935,2,6,True
975,21,3,3,SPP0G54625,2,6,True
976,21,3,3,PROC9107,1,3,True
977,21,3,3,SPP0G99675,2,6,True
979,21,3,3,PROC3410,1,3,True
986,21,3,3,SSW0L97271,2,6,True
981,21,3,3,SPP0H55681,1,3,True
982,21,3,3,SPP0H55684,2,6,True
983,21,3,3,000000000067001143,1,3,True
984,21,3,3,SSW0N28641,2,6,True
985,21,3,3,PROC10338,2,6,True
973,21,3,3,cdb_04000018,2,6,True
980,21,3,3,SPP0K08480,1,3,True
972,21,3,3,000000000031028400,2,6,True
968,21,3,3,PROC7320,1,3,True
970,21,3,3,PROC7109,1,3,True
971,21,3,3,PROC7033,1,3,True
958,21,3,3,SSW0G44836,1,3,True
959,21,3,3,SSW0G44953,1,3,True
960,21,3,3,SSW0P20662,1,3,True
961,21,3,3,SSW0G44351,1,3,True
962,21,3,3,SSW0G44585,2,6,True
957,21,3,3,SSW0G42871,1,3,True
964,21,3,3,cdb_49000017,1,3,True
965,21,3,3,SD50H32746,1,3,True
966,21,3,3,PROC13209,2,6,True
967,21,3,3,000000000031045549,1,3,True
969,21,3,3,SPP0H55681,1,3,True
963,21,3,3,SL60K75022,1,3,True
1450,22,2,4,PROC8214,2,8,True
1440,22,2,4,000000000031042062,1,4,True
1441,22,2,4,cdb_50000007,2,8,True
1442,22,2,4,cdb_47000131,1,4,True
1443,22,2,4,PROC10001,1,4,True
1445,22,2,4,000000000031034774,2,8,True
1446,22,2,4,000000000031503243,2,8,True
1447,22,2,4,000000000031503244,2,8,True
1455,22,2,4,000000000031503456,2,8,True
1456,22,2,4,SPP0J33159,2,8,True
1454,22,2,4,000000000031503455,2,8,True
1453,22,2,4,SM20H54472,1,4,True
1452,22,2,4,PROC8345,1,4,True
1439,22,2,4,SSW0L47695,2,8,True
1451,22,2,4,SPP0J33247,1,4,True
1449,22,2,4,PROC8211,1,4,True
1448,22,2,4,PROC11611,2,8,True
1438,22,2,4,SSW0G44017,1,4,True
1444,22,2,4,PROC13101,1,4,True
1436,22,2,4,SSW0F63159,2,8,True
1457,22,2,4,SPP0M26744,1,4,True
1458,22,2,4,PROC11106,1,4,True
1459,22,2,4,PROC10958,1,4,True
1460,22,2,4,SSW0Q44609,2,8,True
1462,22,2,4,PROC10938,2,8,True
1461,22,2,4,PROC10219,1,4,True
1437,22,2,4,SSW0G42868,1,4,True
1434,22,2,4,000000000000011977,1,4,True
1435,22,2,4,SSW0G44678,1,4,True
160,23,1,1,PROC2237,1,1,True
164,23,1,1,000000000031034609,1,1,True
159,23,1,1,000000000031034776,1,1,True
162,23,1,1,000000000031045548,2,2,True
163,23,1,1,000000000031045550,2,2,True
161,23,1,1,PROC7029,1,1,True
165,23,1,1,000000000067000739,1,1,True
169,23,1,1,PROC8213,2,2,True
167,23,1,1,000000000031037296,1,1,True
168,23,1,1,SP10G00161,1,1,True
158,23,1,1,PROC10204,2,2,True
170,23,1,1,SL10F25678,1,1,True
171,23,1,1,SPP0G54600,1,1,True
172,23,1,1,PROC8215,2,2,True
173,23,1,1,SA70K11490,2,2,True
166,23,1,1,PROC2802,1,1,True
157,23,1,1,000000000031503985,1,1,True
152,23,1,1,SSW0K51133,2,2,True
155,23,1,1,000000000031028776,1,1,True
181,23,1,1,SSW0N29515,1,1,True
180,23,1,1,SSW0N27927,2,2,True
179,23,1,1,PROC12008,1,1,True
178,23,1,1,PROC9203,2,2,True
182,23,1,1,SPP0G98370,1,1,True
183,23,1,1,PROC1811,2,2,True
184,23,1,1,PROC10224,1,1,True
156,23,1,1,000000000031040179,2,2,True
176,23,1,1,SSW0K51546,2,2,True
174,23,1,1,PROC1811,1,1,True
148,23,1,1,000000000000008820,1,1,True
149,23,1,1,SSW0G43707,2,2,True
150,23,1,1,SSW0G44348,2,2,True
151,23,1,1,SSW0G44670,1,1,True
153,23,1,1,SSW0K51575,1,1,True
154,23,1,1,SSW0G44392,2,2,True
177,23,1,1,SPP0G54610,1,1,True
175,23,1,1,PROC9106,2,2,True
1490,24,2,1,PROC10219,1,1,True
1479,24,2,1,PROC8214,2,2,True
1489,24,2,1,SSW0Q44609,2,2,True
1488,24,2,1,PROC10958,1,1,True
1487,24,2,1,PROC11106,1,1,True
1486,24,2,1,SPP0M26744,1,1,True
1485,24,2,1,SPP0J33159,2,2,True
1484,24,2,1,000000000031503456,2,2,True
1483,24,2,1,000000000031503455,2,2,True
1482,24,2,1,SM20H54472,1,1,True
1481,24,2,1,PROC8345,1,1,True
1480,24,2,1,SPP0J33247,1,1,True
1491,24,2,1,PROC10938,2,2,True
1478,24,2,1,PROC8211,1,1,True
1476,24,2,1,000000000031503244,2,2,True
1477,24,2,1,PROC11611,2,2,True
1474,24,2,1,000000000031034774,2,2,True
1473,24,2,1,PROC13101,1,1,True
1472,24,2,1,PROC10001,1,1,True
1471,24,2,1,cdb_47000131,1,1,True
1470,24,2,1,cdb_50000007,2,2,True
1469,24,2,1,000000000031042062,1,1,True
1468,24,2,1,SSW0L47695,2,2,True
1467,24,2,1,SSW0G44017,1,1,True
1466,24,2,1,SSW0G42868,1,1,True
1465,24,2,1,SSW0F63159,2,2,True
1464,24,2,1,SSW0G44678,1,1,True
1463,24,2,1,000000000000011977,1,1,True
1475,24,2,1,000000000031503243,2,2,True
2608,25,5,4,SSW0N27719,2,8,True
2607,25,5,4,SSW0N26852,1,4,True
2609,25,5,4,SSW0N29425,1,4,True
2606,25,5,4,PROC11105,2,8,True
2611,25,5,4,SPP0G98255,1,4,True
2612,25,5,4,SSW0Q43897,1,4,True
2610,25,5,4,000000000067000739,1,4,True
2605,25,5,4,PROC10806,2,8,True
2599,25,5,4,PROC8212,1,4,True
2603,25,5,4,SSW0K51686,1,4,True
2595,25,5,4,000000000031506282,1,4,True
2594,25,5,4,000000000031045784,2,8,True
2593,25,5,4,SM50F76959,2,8,True
2592,25,5,4,000000000025216222,1,4,True
2590,25,5,4,PROC11021,1,4,True
2589,25,5,4,SD50H32698,2,8,True
2588,25,5,4,SSW0K51574,1,4,True
2591,25,5,4,PROC6222,2,8,True
2597,25,5,4,000000000144002367,1,4,True
2598,25,5,4,PROC8219,2,8,True
2604,25,5,4,SSW0K52073,2,8,True
2600,25,5,4,SB20K00972,2,8,True
2601,25,5,4,000000000031501055,1,4,True
2602,25,5,4,SSW0K51614,1,4,True
2596,25,5,4,000000000031045785,1,4,True
2630,26,5,1,PROC10806,2,2,True
2637,26,5,1,SSW0Q43897,1,1,True
2636,26,5,1,SPP0G98255,1,1,True
2635,26,5,1,000000000067000739,1,1,True
2634,26,5,1,SSW0N29425,1,1,True
2633,26,5,1,SSW0N27719,2,2,True
2631,26,5,1,PROC11105,2,2,True
2629,26,5,1,SSW0K52073,2,2,True
2632,26,5,1,SSW0N26852,1,1,True
2627,26,5,1,SSW0K51614,1,1,True
2613,26,5,1,SSW0K51574,1,1,True
2628,26,5,1,SSW0K51686,1,1,True
2615,26,5,1,PROC11021,1,1,True
2616,26,5,1,PROC6222,2,2,True
2617,26,5,1,000000000025216222,1,1,True
2618,26,5,1,SM50F76959,2,2,True
2619,26,5,1,000000000031045784,2,2,True
2614,26,5,1,SD50H32698,2,2,True
2621,26,5,1,000000000031045785,1,1,True
2622,26,5,1,000000000144002367,1,1,True
2623,26,5,1,PROC8219,2,2,True
2624,26,5,1,PROC8212,1,1,True
2625,26,5,1,SB20K00972,2,2,True
2626,26,5,1,000000000031501055,1,1,True
2620,26,5,1,000000000031506282,1,1,True
998,27,3,1,PROC7320,1,1,True
997,27,3,1,000000000031045549,1,1,True
996,27,3,1,PROC13209,2,2,True
995,27,3,1,SD50H32746,1,1,True
994,27,3,1,cdb_49000017,1,1,True
993,27,3,1,SL60K75022,1,1,True
990,27,3,1,SSW0P20662,1,1,True
991,27,3,1,SSW0G44351,1,1,True
989,27,3,1,SSW0G44953,1,1,True
988,27,3,1,SSW0G44836,1,1,True
987,27,3,1,SSW0G42871,1,1,True
999,27,3,1,SPP0H55681,1,1,True
992,27,3,1,SSW0G44585,2,2,True
1000,27,3,1,PROC7109,1,1,True
1003,27,3,1,cdb_04000018,2,2,True
1002,27,3,1,000000000031028400,2,2,True
1016,27,3,1,SSW0L97271,2,2,True
1001,27,3,1,PROC7033,1,1,True
1015,27,3,1,PROC10338,2,2,True
1014,27,3,1,SSW0N28641,2,2,True
1013,27,3,1,000000000067001143,1,1,True
1011,27,3,1,SPP0H55681,1,1,True
1010,27,3,1,SPP0K08480,1,1,True
1012,27,3,1,SPP0H55684,2,2,True
1008,27,3,1,SSW0K51935,2,2,True
1007,27,3,1,SPP0G99675,2,2,True
1006,27,3,1,PROC9107,1,1,True
1005,27,3,1,SPP0G54625,2,2,True
1004,27,3,1,000000000031501056,2,2,True
1009,27,3,1,PROC3410,1,1,True
196,28,1,3,000000000031034776,1,3,True
200,28,1,3,000000000031045550,2,6,True
199,28,1,3,000000000031045548,2,6,True
198,28,1,3,PROC7029,1,3,True
201,28,1,3,000000000031034609,1,3,True
195,28,1,3,PROC10204,2,6,True
189,28,1,3,SSW0K51133,2,6,True
193,28,1,3,000000000031040179,2,6,True
192,28,1,3,000000000031028776,1,3,True
191,28,1,3,SSW0G44392,2,6,True
190,28,1,3,SSW0K51575,1,3,True
202,28,1,3,000000000067000739,1,3,True
188,28,1,3,SSW0G44670,1,3,True
187,28,1,3,SSW0G44348,2,6,True
194,28,1,3,000000000031503985,1,3,True
203,28,1,3,PROC2802,1,3,True
210,28,1,3,SA70K11490,2,6,True
205,28,1,3,SP10G00161,1,3,True
186,28,1,3,SSW0G43707,2,6,True
221,28,1,3,PROC10224,1,3,True
220,28,1,3,PROC1811,2,6,True
219,28,1,3,SPP0G98370,1,3,True
218,28,1,3,SSW0N29515,1,3,True
217,28,1,3,SSW0N27927,2,6,True
216,28,1,3,PROC12008,1,3,True
204,28,1,3,000000000031037296,1,3,True
215,28,1,3,PROC9203,2,6,True
213,28,1,3,SSW0K51546,2,6,True
212,28,1,3,PROC9106,2,6,True
211,28,1,3,PROC1811,1,3,True
209,28,1,3,PROC8215,2,6,True
208,28,1,3,SPP0G54600,1,3,True
207,28,1,3,SL10F25678,1,3,True
206,28,1,3,PROC8213,2,6,True
214,28,1,3,SPP0G54610,1,3,True
185,28,1,3,000000000000008820,1,3,True
197,28,1,3,PROC2237,1,3,True
1499,29,2,3,cdb_50000007,2,6,True
1492,29,2,3,000000000000011977,1,3,True
1493,29,2,3,SSW0G44678,1,3,True
1494,29,2,3,SSW0F63159,2,6,True
1495,29,2,3,SSW0G42868,1,3,True
1496,29,2,3,SSW0G44017,1,3,True
1497,29,2,3,SSW0L47695,2,6,True
1498,29,2,3,000000000031042062,1,3,True
1500,29,2,3,cdb_47000131,1,3,True
1501,29,2,3,PROC10001,1,3,True
1502,29,2,3,PROC13101,1,3,True
1503,29,2,3,000000000031034774,2,6,True
1505,29,2,3,000000000031503244,2,6,True
1506,29,2,3,PROC11611,2,6,True
1507,29,2,3,PROC8211,1,3,True
1504,29,2,3,000000000031503243,2,6,True
1509,29,2,3,SPP0J33247,1,3,True
1520,29,2,3,PROC10938,2,6,True
1519,29,2,3,PROC10219,1,3,True
1518,29,2,3,SSW0Q44609,2,6,True
1508,29,2,3,PROC8214,2,6,True
1516,29,2,3,PROC11106,1,3,True
1515,29,2,3,SPP0M26744,1,3,True
1517,29,2,3,PROC10958,1,3,True
1514,29,2,3,SPP0J33159,2,6,True
1513,29,2,3,000000000031503456,2,6,True
1512,29,2,3,000000000031503455,2,6,True
1511,29,2,3,SM20H54472,1,3,True
1510,29,2,3,PROC8345,1,3,True
2098,30,4,2,000000000031503454,2,4,True
2092,30,4,2,000000000031034561,1,2,True
2094,30,4,2,000000000031502214,1,2,True
2095,30,4,2,SDM0K33193,1,2,True
2096,30,4,2,SM20H54473,2,4,True
2097,30,4,2,PROC7704,2,4,True
2093,30,4,2,PROC3726,1,2,True
2099,30,4,2,PROC9321,2,4,True
2081,30,4,2,000000000031045653,1,2,True
2101,30,4,2,PROC11104,1,2,True
2102,30,4,2,PROC3420,2,4,True
2103,30,4,2,cdb_49000017,2,4,True
2104,30,4,2,SPP0M26744,2,4,True
2105,30,4,2,PROC14102,2,4,True
2091,30,4,2,PROC14101,2,4,True
2106,30,4,2,PROC13209,1,2,True
2100,30,4,2,SP10K29485,1,2,True
2090,30,4,2,SD50H32650,1,2,True
2109,30,4,2,PROC12801,2,4,True
2088,30,4,2,PROC9321,2,4,True
2078,30,4,2,SSW0F82867,1,2,True
2079,30,4,2,SSW0F75749,2,4,True
2111,30,4,2,SSW0Q43526,1,2,True
2110,30,4,2,SL10F25678,1,2,True
2089,30,4,2,PROC12008,1,2,True
2107,30,4,2,PROC10209,1,2,True
2080,30,4,2,SSW0G45194,1,2,True
2108,30,4,2,SSW0N29422,1,2,True
2082,30,4,2,SSW0G44390,1,2,True
2083,30,4,2,SSW0G44671,1,2,True
2084,30,4,2,SSW0K51131,2,4,True
2085,30,4,2,000000000031038890,1,2,True
2086,30,4,2,PROC3420,2,4,True
2087,30,4,2,PROC6914,1,2,True
2138,31,4,48,SPP0M26744,2,96,True
2135,31,4,48,PROC11104,1,48,True
2136,31,4,48,PROC3420,2,96,True
2137,31,4,48,cdb_49000017,2,96,True
2134,31,4,48,SP10K29485,1,48,True
2139,31,4,48,PROC14102,2,96,True
2114,31,4,48,SSW0G45194,1,48,True
2141,31,4,48,PROC10209,1,48,True
2142,31,4,48,SSW0N29422,1,48,True
2143,31,4,48,PROC12801,2,96,True
2144,31,4,48,SL10F25678,1,48,True
2145,31,4,48,SSW0Q43526,1,48,True
2133,31,4,48,PROC9321,2,96,True
2140,31,4,48,PROC13209,1,48,True
2132,31,4,48,000000000031503454,2,96,True
2120,31,4,48,PROC3420,2,96,True
2130,31,4,48,SM20H54473,2,96,True
2113,31,4,48,SSW0F75749,2,96,True
2131,31,4,48,PROC7704,2,96,True
2112,31,4,48,SSW0F82867,1,48,True
2116,31,4,48,SSW0G44390,1,48,True
2117,31,4,48,SSW0G44671,1,48,True
2118,31,4,48,SSW0K51131,2,96,True
2115,31,4,48,000000000031045653,1,48,True
2121,31,4,48,PROC6914,1,48,True
2119,31,4,48,000000000031038890,1,48,True
2123,31,4,48,PROC12008,1,48,True
2124,31,4,48,SD50H32650,1,48,True
2125,31,4,48,PROC14101,2,96,True
2126,31,4,48,000000000031034561,1,48,True
2127,31,4,48,PROC3726,1,48,True
2128,31,4,48,000000000031502214,1,48,True
2129,31,4,48,SDM0K33193,1,48,True
2122,31,4,48,PROC9321,2,96,True
257,32,1,3,PROC1811,2,6,True
224,32,1,3,SSW0G44348,2,6,True
223,32,1,3,SSW0G43707,2,6,True
222,32,1,3,000000000000008820,1,3,True
247,32,1,3,SA70K11490,2,6,True
255,32,1,3,SSW0N29515,1,3,True
249,32,1,3,PROC9106,2,6,True
250,32,1,3,SSW0K51546,2,6,True
251,32,1,3,SPP0G54610,1,3,True
252,32,1,3,PROC9203,2,6,True
253,32,1,3,PROC12008,1,3,True
254,32,1,3,SSW0N27927,2,6,True
225,32,1,3,SSW0G44670,1,3,True
256,32,1,3,SPP0G98370,1,3,True
248,32,1,3,PROC1811,1,3,True
226,32,1,3,SSW0K51133,2,6,True
234,32,1,3,PROC2237,1,3,True
228,32,1,3,SSW0G44392,2,6,True
246,32,1,3,PROC8215,2,6,True
245,32,1,3,SPP0G54600,1,3,True
244,32,1,3,SL10F25678,1,3,True
243,32,1,3,PROC8213,2,6,True
242,32,1,3,SP10G00161,1,3,True
241,32,1,3,000000000031037296,1,3,True
240,32,1,3,PROC2802,1,3,True
239,32,1,3,000000000067000739,1,3,True
238,32,1,3,000000000031034609,1,3,True
237,32,1,3,000000000031045550,2,6,True
236,32,1,3,000000000031045548,2,6,True
235,32,1,3,PROC7029,1,3,True
233,32,1,3,000000000031034776,1,3,True
232,32,1,3,PROC10204,2,6,True
231,32,1,3,000000000031503985,1,3,True
230,32,1,3,000000000031040179,2,6,True
229,32,1,3,000000000031028776,1,3,True
227,32,1,3,SSW0K51575,1,3,True
258,32,1,3,PROC10224,1,3,True
2159,33,4,3,PROC14101,2,6,True
2160,33,4,3,000000000031034561,1,3,True
2168,33,4,3,SP10K29485,1,3,True
2167,33,4,3,PROC9321,2,6,True
2166,33,4,3,000000000031503454,2,6,True
2165,33,4,3,PROC7704,2,6,True
2164,33,4,3,SM20H54473,2,6,True
2158,33,4,3,SD50H32650,1,3,True
2157,33,4,3,PROC12008,1,3,True
2156,33,4,3,PROC9321,2,6,True
2155,33,4,3,PROC6914,1,3,True
2154,33,4,3,PROC3420,2,6,True
2153,33,4,3,000000000031038890,1,3,True
2152,33,4,3,SSW0K51131,2,6,True
2151,33,4,3,SSW0G44671,1,3,True
2150,33,4,3,SSW0G44390,1,3,True
2149,33,4,3,000000000031045653,1,3,True
2148,33,4,3,SSW0G45194,1,3,True
2147,33,4,3,SSW0F75749,2,6,True
2163,33,4,3,SDM0K33193,1,3,True
2146,33,4,3,SSW0F82867,1,3,True
2169,33,4,3,PROC11104,1,3,True
2161,33,4,3,PROC3726,1,3,True
2170,33,4,3,PROC3420,2,6,True
2172,33,4,3,SPP0M26744,2,6,True
2171,33,4,3,cdb_49000017,2,6,True
2179,33,4,3,SSW0Q43526,1,3,True
2178,33,4,3,SL10F25678,1,3,True
2177,33,4,3,PROC12801,2,6,True
2162,33,4,3,000000000031502214,1,3,True
2175,33,4,3,PROC10209,1,3,True
2174,33,4,3,PROC13209,1,3,True
2173,33,4,3,PROC14102,2,6,True
2176,33,4,3,SSW0N29422,1,3,True
2650,34,5,3,SB20K00972,2,6,True
2649,34,5,3,PROC8212,1,3,True
2647,34,5,3,000000000144002367,1,3,True
2646,34,5,3,000000000031045785,1,3,True
2645,34,5,3,000000000031506282,1,3,True
2644,34,5,3,000000000031045784,2,6,True
2643,34,5,3,SM50F76959,2,6,True
2642,34,5,3,000000000025216222,1,3,True
2641,34,5,3,PROC6222,2,6,True
2640,34,5,3,PROC11021,1,3,True
2639,34,5,3,SD50H32698,2,6,True
2648,34,5,3,PROC8219,2,6,True
2651,34,5,3,000000000031501055,1,3,True
2652,34,5,3,SSW0K51614,1,3,True
2662,34,5,3,SSW0Q43897,1,3,True
2661,34,5,3,SPP0G98255,1,3,True
2659,34,5,3,SSW0N29425,1,3,True
2658,34,5,3,SSW0N27719,2,6,True
2660,34,5,3,000000000067000739,1,3,True
2656,34,5,3,PROC11105,2,6,True
2655,34,5,3,PROC10806,2,6,True
2654,34,5,3,SSW0K52073,2,6,True
2653,34,5,3,SSW0K51686,1,3,True
2657,34,5,3,SSW0N26852,1,3,True
2638,34,5,3,SSW0K51574,1,3,True
2684,35,5,1,SSW0N29425,1,1,True
2663,35,5,1,SSW0K51574,1,1,True
2664,35,5,1,SD50H32698,2,2,True
2687,35,5,1,SSW0Q43897,1,1,True
2686,35,5,1,SPP0G98255,1,1,True
2685,35,5,1,000000000067000739,1,1,True
2680,35,5,1,PROC10806,2,2,True
2681,35,5,1,PROC11105,2,2,True
2679,35,5,1,SSW0K52073,2,2,True
2678,35,5,1,SSW0K51686,1,1,True
2677,35,5,1,SSW0K51614,1,1,True
2676,35,5,1,000000000031501055,1,1,True
2675,35,5,1,SB20K00972,2,2,True
2674,35,5,1,PROC8212,1,1,True
2682,35,5,1,SSW0N26852,1,1,True
2673,35,5,1,PROC8219,2,2,True
2671,35,5,1,000000000031045785,1,1,True
2670,35,5,1,000000000031506282,1,1,True
2669,35,5,1,000000000031045784,2,2,True
2668,35,5,1,SM50F76959,2,2,True
2667,35,5,1,000000000025216222,1,1,True
2666,35,5,1,PROC6222,2,2,True
2665,35,5,1,PROC11021,1,1,True
2672,35,5,1,000000000144002367,1,1,True
2683,35,5,1,SSW0N27719,2,2,True
1029,36,3,2,SPP0H55681,1,2,True
1030,36,3,2,PROC7109,1,2,True
1022,36,3,2,SSW0G44585,2,4,True
1017,36,3,2,SSW0G42871,1,2,True
1018,36,3,2,SSW0G44836,1,2,True
1019,36,3,2,SSW0G44953,1,2,True
1020,36,3,2,SSW0P20662,1,2,True
1021,36,3,2,SSW0G44351,1,2,True
1023,36,3,2,SL60K75022,1,2,True
1024,36,3,2,cdb_49000017,1,2,True
1025,36,3,2,SD50H32746,1,2,True
1026,36,3,2,PROC13209,2,4,True
1027,36,3,2,000000000031045549,1,2,True
1046,36,3,2,SSW0L97271,2,4,True
1045,36,3,2,PROC10338,2,4,True
1044,36,3,2,SSW0N28641,2,4,True
1028,36,3,2,PROC7320,1,2,True
1042,36,3,2,SPP0H55684,2,4,True
1031,36,3,2,PROC7033,1,2,True
1032,36,3,2,000000000031028400,2,4,True
1033,36,3,2,cdb_04000018,2,4,True
1043,36,3,2,000000000067001143,1,2,True
1035,36,3,2,SPP0G54625,2,4,True
1036,36,3,2,PROC9107,1,2,True
1034,36,3,2,000000000031501056,2,4,True
1038,36,3,2,SSW0K51935,2,4,True
1039,36,3,2,PROC3410,1,2,True
1040,36,3,2,SPP0K08480,1,2,True
1041,36,3,2,SPP0H55681,1,2,True
1037,36,3,2,SPP0G99675,2,4,True
1537,37,2,2,PROC8214,2,4,True
1531,37,2,2,PROC13101,1,2,True
1536,37,2,2,PROC8211,1,2,True
1535,37,2,2,PROC11611,2,4,True
1534,37,2,2,000000000031503244,2,4,True
1533,37,2,2,000000000031503243,2,4,True
1532,37,2,2,000000000031034774,2,4,True
1530,37,2,2,PROC10001,1,2,True
1524,37,2,2,SSW0G42868,1,2,True
1528,37,2,2,cdb_50000007,2,4,True
1527,37,2,2,000000000031042062,1,2,True
1526,37,2,2,SSW0L47695,2,4,True
1525,37,2,2,SSW0G44017,1,2,True
1523,37,2,2,SSW0F63159,2,4,True
1522,37,2,2,SSW0G44678,1,2,True
1521,37,2,2,000000000000011977,1,2,True
1538,37,2,2,SPP0J33247,1,2,True
1529,37,2,2,cdb_47000131,1,2,True
1539,37,2,2,PROC8345,1,2,True
1549,37,2,2,PROC10938,2,4,True
1541,37,2,2,000000000031503455,2,4,True
1542,37,2,2,000000000031503456,2,4,True
1543,37,2,2,SPP0J33159,2,4,True
1544,37,2,2,SPP0M26744,1,2,True
1545,37,2,2,PROC11106,1,2,True
1546,37,2,2,PROC10958,1,2,True
1547,37,2,2,SSW0Q44609,2,4,True
1548,37,2,2,PROC10219,1,2,True
1540,37,2,2,SM20H54472,1,2,True
2191,38,4,2,PROC12008,1,2,True
2192,38,4,2,SD50H32650,1,2,True
2196,38,4,2,000000000031502214,1,2,True
2194,38,4,2,000000000031034561,1,2,True
2195,38,4,2,PROC3726,1,2,True
2190,38,4,2,PROC9321,2,4,True
2193,38,4,2,PROC14101,2,4,True
2189,38,4,2,PROC6914,1,2,True
2183,38,4,2,000000000031045653,1,2,True
2181,38,4,2,SSW0F75749,2,4,True
2182,38,4,2,SSW0G45194,1,2,True
2188,38,4,2,PROC3420,2,4,True
2184,38,4,2,SSW0G44390,1,2,True
2185,38,4,2,SSW0G44671,1,2,True
2186,38,4,2,SSW0K51131,2,4,True
2187,38,4,2,000000000031038890,1,2,True
2197,38,4,2,SDM0K33193,1,2,True
2180,38,4,2,SSW0F82867,1,2,True
2198,38,4,2,SM20H54473,2,4,True
2203,38,4,2,PROC11104,1,2,True
2200,38,4,2,000000000031503454,2,4,True
